time,text,parsed_text,rate,year,month,day,timevalue,person
2017-03-24 14:03:10,"abcpolitics,promising american people repeal",@ABCPolitics: years promising American people repeal replace broken,20,2017,3,24,0.7420000000000009,ryan
2017-03-27 19:33:40,"good day,american jobs,review,act bills law",Today good day American jobs. Four Congressional Review Act bills law.,20,2017,3,27,0.8390000000000004,ryan
2017-03-29 23:58:11,"melania,empowerment panel",Melania I honored stop Empowerment Panel afternoon,20,2017,3,29,0.9030000000000005,trump
2017-03-15 23:20:11,"hey,hurdonthehill,dc,time votes,bipartisanroadtrip",Hey @HurdOnTheHill guys back DC yet? time votes. #BipartisanRoadTrip,19,2017,3,15,0.45199999999999996,ryan
2017-03-16 20:13:44,"foxnewssunday,fox",@FoxNewsSunday: Only Fox News Sunday.,19,2017,3,16,0.484,ryan
2017-03-24 17:39:00,"health care plan,keep",Republicans scrambling health care plan embarrassed. defensive. Keep fighting back.,19,2017,3,24,0.7420000000000009,sanders
2017-03-15 10:55:30,"does,tax returns,nbcnews fake news","Does anybody really believe reporter, nobody ever heard of, found tax returns? @NBCNews FAKE NEWS!",18,2017,3,15,0.45199999999999996,trump
2017-03-16 21:11:58,"meetthepress,cost healthcare,access #,mtpdaily",@MeetThePress: goal lower cost healthcare improve access #MTPDaily,18,2017,3,16,0.484,ryan
2017-03-22 13:09:35,"big day healthcare,working",Big day healthcare. Working hard!,18,2017,3,22,0.6769999999999996,trump
2017-03-31 17:28:44,"great meeting,wonderful woman,secretary state,condoleezza rice","Great meeting wonderful woman today, former Secretary State, Condoleezza Rice!",18,2017,3,31,0.968,trump
2017-03-17 14:07:26,"changed,small",President Changed. So Has Small,17,2017,3,17,0.516,trump
2017-03-24 12:23:00,"irony freedom,caucus,planned parenthood","The irony Freedom Caucus, Planned Parenthood, allows continue stop plan!",17,2017,3,24,0.7420000000000009,trump
2017-03-28 18:15:00,"spoke,activists @,aipac,highlights #,aipac2017",Spoke activists @AIPAC last night. Check highlights #AIPAC2017,17,2017,3,28,0.8710000000000004,ryan
2017-03-06 22:20:27,"muslim,president intent,ideological ammunition terrorists",Muslim ban keeping us safe. A president intent keeping us safe give ideological ammunition terrorists.,16,2017,3,6,0.1609999999999996,sanders
2017-03-17 21:46:00,"radical idea,economy work","radical idea. make economy work us, top",16,2017,3,17,0.516,sanders
2017-03-21 17:33:23,"honored,support scientists","Honored sign today. With legislation, support scientists, engineers, astronauts",16,2017,3,21,0.6449999999999996,trump
2017-03-24 21:26:18,"ryan,disability support family health care","Ryan, born disability support family health care",16,2017,3,24,0.7420000000000009,hillary
2017-03-29 22:30:47,"vietnam,vietnamveteransday","To veterans answered call serve Vietnam, thank you. #VietnamVeteransDay",16,2017,3,29,0.9030000000000005,ryan
2017-03-03 21:01:56,"nickmerrill,warm,boston",@NickMerrill: Warm welcome Boston morning.,15,2017,3,3,0.0649999999999995,hillary
2017-03-14 20:24:30,"congressmanhice,health care reform news,ga10,# readthebill","@CongressmanHice: With health care reform news much lately, I encourage everyone #GA10 #readthebill take survey:",15,2017,3,14,0.4190000000000005,ryan
2017-03-16 00:03:23,"nashville,tennessee,lets make america great again","In Nashville, Tennessee! Lets MAKE AMERICA GREAT AGAIN!",15,2017,3,16,0.484,trump
2017-03-20 13:16:20,"gorsuch,phenomenal nominee #,scotus,confident @ senjudiciary","Judge Gorsuch phenomenal nominee #SCOTUS, confident @senjudiciary agree.",15,2017,3,20,0.6129999999999995,ryan
2017-03-15 16:05:30,"repdlamborn,clear pathway",@RepDLamborn: There clear pathway forward country United States.,14,2017,3,15,0.45199999999999996,ryan
2017-03-28 18:05:42,"minassianmedia,false claims,facts @,clintonfdn","@MinassianMedia: And attention recycled, false claims, facts @ClintonFdn improved",14,2017,3,28,0.8710000000000004,hillary
2017-03-24 21:22:02,"natarsha,breast cancer,planned parenthood","Natarsha, whose breast cancer caught early screening Planned Parenthood, Republicans",13,2017,3,24,0.7420000000000009,hillary
2017-03-13 13:38:19,"@ newtgingrich,bring,legislative process # gop","@newtgingrich: Bring bill, go markups, allow legislative process #GOP",12,2017,3,13,0.38700000000000045,ryan
2017-03-13 19:45:18,"repmartharoby,repealandreplace obamacare,reforms work,step process underway",@RepMarthaRoby: We promised #RepealAndReplace Obamacare reforms work. The first step process underway,12,2017,3,13,0.38700000000000045,ryan
2017-03-15 20:12:37,"mariabartiromo,medicaid",Good Q @MariaBartiromo: consider giving #Medicaid back A: Yes. exactly,12,2017,3,15,0.45199999999999996,ryan
2017-03-16 04:20:41,"thank nashville,tennessee","Thank Nashville, Tennessee!",12,2017,3,16,0.484,trump
2017-03-29 12:21:02,"great country,certain media",If people great country could see viciously inaccurately administration covered certain media!,12,2017,3,29,0.9030000000000005,trump
2017-03-30 23:33:49,"natresources,reversal stream protection,reversal blm,res",@NatResources: Reversal Stream Protection Rule Reversal BLM Planning Rule Res. 69,12,2017,3,30,0.9350000000000005,ryan
2017-03-30 14:07:09,"met,conservative movement morning",Met leaders conservative movement morning discuss move forward advance,12,2017,3,30,0.9350000000000005,ryan
2017-03-03 17:54:30,"immediate investigation @,senschumer,russia putin,total hypocrite",We start immediate investigation @SenSchumer ties Russia Putin. A total hypocrite!,11,2017,3,3,0.0649999999999995,trump
2017-03-10 23:42:12,"gorsuch,loyalty # constitution,strong commitment life",Judge Gorsuch demonstrated loyalty #Constitution strong commitment life. I look forward,11,2017,3,10,0.28999999999999915,ryan
2017-03-14 01:00:40,"pattiberi,key points,ahca lowers premiums,increases choices","@PatTiberi: Key Points: AHCA Lowers Premiums, Increases Choices",11,2017,3,14,0.4190000000000005,ryan
2017-03-16 21:10:34,meetthepress,@MeetThePress: healthcare: closest ever get repealing replacing,11,2017,3,16,0.484,ryan
2017-03-18 13:23:37,"sums money nato,germany","sums money NATO United States must paid powerful, expensive, defense provides Germany!",11,2017,3,18,0.548,trump
2017-03-22 11:45:32,"iraqi prime,minister @,haideralabadi,safety security nations",We committed working Iraqi Prime Minister @HaiderAlAbadi advance safety security nations,11,2017,3,22,0.6769999999999996,ryan
2017-03-24 20:12:32,news conference,News conference beginning now:,11,2017,3,24,0.7420000000000009,ryan
2017-03-03 20:54:13,"thanks pres johnson,wellesley,ncaa,crew champions","Thanks Pres Johnson entire Wellesley community. And congrats first NCAA crew champions,",10,2017,3,3,0.0649999999999995,hillary
2017-03-18 13:56:00,"great political democratic crisis,voter fraud,voter suppression",The great political democratic crisis face voter fraud. It voter suppression.,10,2017,3,18,0.548,sanders
2017-03-04 11:35:20,"terrible,obama trump tower,mccarthyism",Terrible! Just found Obama Trump Tower victory. Nothing found. This McCarthyism!,9,2017,3,4,0.09699999999999953,trump
2017-03-06 20:58:44,"travel ban,racist attempt",call travel ban is: A racist attempt divide us up.,9,2017,3,6,0.1609999999999996,sanders
2017-03-27 18:50:24,"aipac,aipac2017",@AIPAC: look forward welcoming #AIPAC2017 tonight!,9,2017,3,27,0.8390000000000004,ryan
2017-03-27 21:37:24,"recent,aipac2017",Recent threats Jewish Americans vile disgusting. They must wholeheartedly rejected. #AIPAC2017,9,2017,3,27,0.8390000000000004,ryan
2017-03-30 21:20:44,"repmarkmeadows,great healthcare,massive tax cuts reform","If @RepMarkMeadows, would get board would great healthcare massive tax cuts reform.",9,2017,3,30,0.9350000000000005,trump
2017-03-03 02:22:49,"jeff sessions,honest man","Jeff Sessions honest man. He say anything wrong. He could stated response accurately, clearly",8,2017,3,3,0.0649999999999995,trump
2017-03-04 17:53:04,"proud stand,dignity job,nissan",I proud stand everyone today fighting dignity job right join union Nissan.,8,2017,3,4,0.09699999999999953,sanders
2017-03-17 15:20:00,"things work,changes legislation,nrisummit17",This things work: make changes legislation goes committees. #NRISummit17,8,2017,3,17,0.516,ryan
2017-03-20 10:49:48,"russian story excuse,terrible campaign,big advantage,electoral college",The Democrats made pushed Russian story excuse running terrible campaign. Big advantage Electoral College lost!,8,2017,3,20,0.6129999999999995,trump
2017-03-20 19:54:43,"dina powell,terrific choice,national security team,dina,public servant",Dina Powell terrific choice national security team. worked Dina know dedicated public servant.,8,2017,3,20,0.6129999999999995,ryan
2017-03-21 21:45:07,"secpricemd,action stabilize,individual small group health markets work",@SecPriceMD: taking action stabilize individual small group health markets work better everyone.,8,2017,3,21,0.6449999999999996,ryan
2017-03-21 19:52:23,"accounts,hsas,longtime staple,conservative health care reform","Health Savings Accounts, HSAs, longtime staple conservative health care reform.",8,2017,3,21,0.6449999999999996,ryan
2017-03-24 21:22:36,"luisa,bone cancer,asap,proof insurance","Luisa, suffered bone cancer needed care ASAP hospital admit without proof insurance.",8,2017,3,24,0.7420000000000009,hillary
2017-03-27 01:04:42,"kelly,great job border,numbers",General Kelly great job border. Numbers way down. Many even trying come anymore.,8,2017,3,27,0.8390000000000004,trump
2017-03-27 12:38:53,"review,act nullifies,obama dept",Back work another Congressional Review Act nullifies confusing regulations Obama Dept,8,2017,3,27,0.8390000000000004,ryan
2017-03-27 21:31:55,"tolerate bias,aipac2017",We must tolerate bias United Nations. #AIPAC2017,8,2017,3,27,0.8390000000000004,ryan
2017-03-28 13:13:12,"threats israel,aipac2017",Threats Israel still remain. We cannot complacent let guard. #AIPAC2017,8,2017,3,28,0.8710000000000004,ryan
2017-03-03 22:03:00,"uaw,dannylglover,nissan",@UAW: @DannyLGlover telling Nissan treat workers You too!,7,2017,3,3,0.0649999999999995,sanders
2017-03-12 22:15:00,health care human,"criticized point, allow repeat it: health care human right people, privilege.",7,2017,3,12,0.3550000000000004,sanders
2017-03-13 00:28:37,"aclu,critical time,important work",The @ACLU critical time enormously important work. I congratulate stepping,7,2017,3,13,0.38700000000000045,sanders
2017-03-16 15:52:22,"americafirst,safety prosperity",A budget puts #AmericaFirst must make safety no. 1 safety prosperity:,7,2017,3,16,0.484,trump
2017-03-19 22:02:00,"reality climate,2017. disgrace",Some politicians still refuse recognize reality climate change. 2017. disgrace.,7,2017,3,19,0.5809999999999995,sanders
2017-03-21 18:29:01,health care human,We must never forget. Health care human right. All people entitled coverage.,7,2017,3,21,0.6449999999999996,sanders
2017-03-23 01:03:18,"@ mitchellvii,exactly as,said,intel chair,sr. obama,were involved trump surveillance",@mitchellvii: EXACTLY AS I SAID House Intel Chair: We Cannot Rule Out Sr. Obama Officials Were Involved Trump Surveillance,7,2017,3,23,0.7100000000000009,trump
2017-03-26 12:21:58,"caucus,growth heritage,planned parenthood ocare","Democrats smiling Freedom Caucus, help Club For Growth Heritage, saved Planned Parenthood Ocare!",7,2017,3,26,0.8059999999999992,trump
2017-03-12 13:37:31,"foxnewsresearch,closer,approach @,speakerryan republican,efforts repeal",@FoxNewsResearch: Closer Look approach @SpeakerRyan Republican leaders want take efforts repeal,6,2017,3,12,0.3550000000000004,ryan
2017-03-13 18:25:17,"lamarsmithtx21,house plan,quality health coverage","@LamarSmithTX21: House plan give Americans access truly affordable, quality health coverage",6,2017,3,13,0.38700000000000045,ryan
2017-03-13 19:29:53,repjasonlewis,@RepJasonLewis: talk healthcare. Check video hosted facebook see,6,2017,3,13,0.38700000000000045,ryan
2017-03-14 14:10:14,"capitol hill,open sledding",Capitol Hill open sledding. Stay safe!,6,2017,3,14,0.4190000000000005,ryan
2017-03-15 20:53:42,"theleadcnn,gop health care bill goal,affordable coverage",@TheLeadCNN: GOP health care bill goal give everyone access affordable coverage choose,6,2017,3,15,0.45199999999999996,ryan
2017-03-15 12:14:20,"unnecessary regulations,big tax",optimistic since 2009. It get better continue slash unnecessary regulations begin big tax cut!,6,2017,3,15,0.45199999999999996,trump
2017-03-17 17:00:52,"major entitlement reform,nrisummit17",cusp something long believed in: major entitlement reform. #NRISummit17,6,2017,3,17,0.516,ryan
2017-03-18 16:15:24,"endakennytd,green bay @,football team","As I explained @EndaKennyTD, Americans generally regard Green Bay @Packers greatest football team",6,2017,3,18,0.548,ryan
2017-03-29 21:54:55,"sat,norahodonnell,health care tax reform,full interview air",Sat @NorahODonnell today discuss health care tax reform. The full interview air tomorrow,6,2017,3,29,0.9030000000000005,ryan
2017-03-30 22:16:50,"job losses,american companies,look alternatives",job losses. American companies must prepared look alternatives.,6,2017,3,30,0.9350000000000005,trump
2017-03-31 17:45:10,"confirmgorsuch,scotus",#ConfirmGorsuch #SCOTUS,6,2017,3,31,0.968,trump
2017-03-15 12:45:49,morningsmaria,@MorningsMaria: actually made promises would solve,5,2017,3,15,0.45199999999999996,ryan
2017-03-16 01:36:33,"people conditions,stable transition",absolutely right. We protect people conditions stable transition away,5,2017,3,16,0.484,ryan
2017-03-16 18:03:30,"work admin,size government,fund troops","work admin shrink size government, grow economy, secure borders, fund troops.",5,2017,3,16,0.484,ryan
2017-03-18 00:31:00,"amidst,sight progressive agenda,economic justice","Amidst antics must lose sight progressive agenda focused racial, social, environmental economic justice.",5,2017,3,18,0.548,sanders
2017-03-20 14:10:41,"repadamschiff,intelligence community,full investigation",@RepAdamSchiff: The intelligence community concluded Russians interfere again. This full investigation important,5,2017,3,20,0.6129999999999995,hillary
2017-03-28 18:44:43,"executive order threat,entire planet",executive order threat wellbeing country entire planet. You run,5,2017,3,28,0.8710000000000004,sanders
2017-03-28 15:26:23,nytimes,The failing @NYTimes would much better honest!,5,2017,3,28,0.8710000000000004,trump
2017-03-29 02:50:31,"aprildryan,preach,missbeae,maxinewaters,@ yashar",@AprilDRyan: Preach @MissBeaE @MaxineWaters @yashar,5,2017,3,29,0.9030000000000005,hillary
2017-03-03 02:38:48,illegal leaks,illegal leaks classified information. It total,4,2017,3,3,0.0649999999999995,trump
2017-03-08 12:11:25,"linkedin workforce,january february,consecutive months,august september",LinkedIn Workforce Report: January February strongest consecutive months hiring since August September 2015,4,2017,3,8,0.22600000000000087,trump
2017-03-08 17:06:13,"internationalwomensday,young girl","On #InternationalWomensDay thinking young girl, others like there.",4,2017,3,8,0.22600000000000087,hillary
2017-03-09 23:15:27,"cnnsitroom,wiretap claim,delusional statements",@CNNSitRoom: wiretap claim: Just adds delusional statements hear President,4,2017,3,9,0.2579999999999991,sanders
2017-03-16 21:54:02,"great progress healthcare,improvements",Great progress healthcare. Improvements made Republicans coming together!,4,2017,3,16,0.484,trump
2017-03-17 09:35:58,"diamondandsilk,yo stuff,say refuse","@DiamondandSilk: When President says That means: Yo Stuff Go, Not Say Refuse Go!",4,2017,3,17,0.516,trump
2017-03-18 15:45:01,nation worships wealth,We living nation worships wealth rather caring poor. I think nation living in.,4,2017,3,18,0.548,sanders
2017-03-18 22:03:28,onwisconsin,#OnWisconsin!,4,2017,3,18,0.548,ryan
2017-03-18 20:04:32,"politics elections,economic environmental justice","Being involved politics elections. It fighting racial, social, economic environmental justice every day.",4,2017,3,18,0.548,sanders
2017-03-21 20:32:19,"pleasure host,bipartisan meeting,iraqi prime","Today, I pleasure host bipartisan meeting Iraqi Prime Minister",4,2017,3,21,0.6449999999999996,ryan
2017-03-21 18:12:05,"nationalagday,great american farmers ranchers,hard work dedication","Today #NationalAgDay, honor great American farmers ranchers. Their hard work dedication",4,2017,3,21,0.6449999999999996,trump
2017-03-24 20:12:49,"major victory,rallies town hall meetings",This major victory working families everyone attended rallies town hall meetings,4,2017,3,24,0.7420000000000009,sanders
2017-03-24 21:25:04,"pam,grandson parents,opioid addiction,silent epidemic","Pam, raising grandson parents struggling opioid addiction silent epidemic",4,2017,3,24,0.7420000000000009,hillary
2017-03-31 15:54:50,"honor meet,brightest uniform","What honor meet best brightest uniform, cadets.",4,2017,3,31,0.968,ryan
2017-03-31 18:30:38,"exciting time country,weeklyaddress,confirmgorsuch",It exciting time country! #WeeklyAddress #ConfirmGorsuch,4,2017,3,31,0.968,trump
2017-03-04 11:49:00,"president race president,turned,new low",Is legal sitting President race president prior election? Turned court earlier. A NEW LOW!,3,2017,3,4,0.09699999999999953,trump
2017-03-09 22:36:27,"comfort,reached,highest level",Consumer Comfort Just Reached Its Highest Level,3,2017,3,9,0.2579999999999991,trump
2017-03-12 01:10:55,"republican obamacare,health care legislation,primary purpose",The Republican Obamacare really health care legislation. Its primary purpose provide tax breaks rich.,3,2017,3,12,0.3550000000000004,sanders
2017-03-13 13:02:46,"system people,universal access,affordable health care coverage",It job create system people universal access affordable health care coverage.,3,2017,3,13,0.38700000000000045,ryan
2017-03-13 22:54:16,"meeting washington,mayorbowser metro gm paul wiedefeld,winter storm preparations","Meeting Washington, @MayorBowser Metro GM Paul Wiedefeld incoming winter storm preparations",3,2017,3,13,0.38700000000000045,trump
2017-03-14 17:10:53,"conservatives,accounts",Conservatives long advocated expanding Health Savings Accounts help Americans afford health,3,2017,3,14,0.4190000000000005,ryan
2017-03-16 16:16:12,"ireland,small island,light floods world","Ireland may small island, look given us. Her light floods world.",3,2017,3,16,0.484,ryan
2017-03-16 22:37:54,"people access,affordable coverage",This opportunity us fix broken system failing give people access affordable coverage.,3,2017,3,16,0.484,ryan
2017-03-17 20:08:34,"irish spirit #,stpatricksday",Here 5 photos help put Irish spirit #StPatricksDay.,3,2017,3,17,0.516,ryan
2017-03-19 13:35:55,regular order,This legislating. listening members. going regular order.,3,2017,3,19,0.5809999999999995,ryan
2017-03-21 18:54:07,"vulnerable patients,care need deserve",Our legislation designed ensure vulnerable patients get care need deserve.,3,2017,3,21,0.6449999999999996,ryan
2017-03-22 20:12:00,conservative health care reform,We wasting time acting third prong conservative health care reform.,3,2017,3,22,0.6769999999999996,ryan
2017-03-24 21:23:08,"keith,mother work,care day","Keith, brings mother work afford care day.",3,2017,3,24,0.7420000000000009,hillary
2017-03-24 21:24:27,"angelina,young woman autism,care parents","Angelina, young woman autism already worrying take care parents gone.",3,2017,3,24,0.7420000000000009,hillary
2017-03-30 17:10:04,"repkenbuck,healthcare system","@RepKenBuck: If Republicans want fix broken healthcare system, come together party govern.",3,2017,3,30,0.9350000000000005,ryan
2017-03-07 17:13:08,"good message,embraceambition","Good message anytime, especially now. #EmbraceAmbition",2,2017,3,7,0.19400000000000084,hillary
2017-03-08 11:12:39,"tremendous respect women,vital fabric society economy",I tremendous respect women many roles serve vital fabric society economy.,2,2017,3,8,0.22600000000000087,trump
2017-03-09 17:01:17,"groups end,beautiful picture","Despite hear press, healthcare coming along great. We talking many groups end beautiful picture!",2,2017,3,9,0.2579999999999991,trump
2017-03-10 13:45:02,great again,GREAT AGAIN:,2,2017,3,10,0.28999999999999915,trump
2017-03-14 21:18:51,"people choices,access plans",Our plan giving people choices better access plans want afford. When people,2,2017,3,14,0.4190000000000005,ryan
2017-03-14 16:30:01,"donald trump paul,bill disgrace","If Donald Trump Paul plan adopted, thousands Americans die. This bill disgrace.",2,2017,3,14,0.4190000000000005,sanders
2017-03-15 23:25:25,"thank andrew jackson,potus7",Thank Andrew Jackson! #POTUS7,2,2017,3,15,0.45199999999999996,trump
2017-03-17 18:03:15,stpatricksday,Happy #StPatricksDay!,2,2017,3,17,0.516,ryan
2017-03-17 12:12:04,"fheile phadraig,great irish friends",Happy Fheile Phadraig great Irish friends!,2,2017,3,17,0.516,trump
2017-03-17 16:42:17,"conservative principles,real results",Our conservative principles translate real results improve lives Americans feel like,2,2017,3,17,0.516,ryan
2017-03-17 14:14:00,"smarter way,open choice plans people",believes smarter way open choice plans people,2,2017,3,17,0.516,ryan
2017-03-18 23:59:00,job stand,Our job stand together say: need give tax breaks billionaires. We need invest working people.,2,2017,3,18,0.548,sanders
2017-03-18 13:06:30,"government mandate system,legislation creates competition","Instead government mandate system, legislation creates competition",2,2017,3,18,0.548,ryan
2017-03-19 21:26:43,"heads president desk,states drug",Another one heads President desk. This legislation allows states drug testing receive,2,2017,3,19,0.5809999999999995,ryan
2017-03-19 23:15:00,"nation history,medicine necessities",richest nation history. And yet 1 4 Americans choose medicine necessities like food.,2,2017,3,19,0.5809999999999995,sanders
2017-03-20 17:15:18,congratulations eric lara,Congratulations Eric Lara. Very proud happy two you!,2,2017,3,20,0.6129999999999995,trump
2017-03-20 23:03:36,thank louisville,"Thank Louisville, way!",2,2017,3,20,0.6129999999999995,trump
2017-03-21 16:43:08,"accelerate tax relief,return power states","With amendment, accelerate tax relief, return power states, help older disabled",2,2017,3,21,0.6449999999999996,ryan
2017-03-23 21:42:10,"@ michaelcburgess,affordable health care system","@michaelcburgess: We promised Americans better, affordable health care system works them. And exactly",2,2017,3,23,0.7100000000000009,ryan
2017-03-24 17:03:46,"official approval,keystonepipeline","Today, I pleased announce official approval presidential permit #KeystonePipeline. A",2,2017,3,24,0.7420000000000009,trump
2017-03-27 19:06:59,"couple hours,address activists","In couple hours, address activists across country",2,2017,3,27,0.8390000000000004,ryan
2017-03-30 18:08:01,"free markets,life constitution",We believe liberty free markets. We believe life Constitution. And opportunity make,2,2017,3,30,0.9350000000000005,ryan
2017-03-31 19:37:00,"celebrates,manufacturing survey showing highest level optimism",Celebrates American Manufacturing Survey Showing Highest Level Optimism 20,2,2017,3,31,0.968,trump
2017-03-01 01:42:16,jointsession,#JointSession,1,2017,3,1,0.0,trump
2017-03-03 02:27:29,whole narrative way,This whole narrative way saving face Democrats losing election everyone thought,1,2017,3,3,0.0649999999999995,trump
2017-03-03 02:35:33,grip reality,"win. The Democrats overplaying hand. They lost election, lost grip reality. The real",1,2017,3,3,0.0649999999999995,trump
2017-03-03 16:41:55,weekly address join,Weekly Address Join here:,1,2017,3,3,0.0649999999999995,trump
2017-03-06 21:19:04,trump congratulates exxon mobil,Trump Congratulates Exxon Mobil Investment,1,2017,3,6,0.1609999999999996,trump
2017-03-12 18:01:01,capita dysfunctional health care system,"We spend far, far per capita dysfunctional health care system. Republicans want make worse.",1,2017,3,12,0.3550000000000004,sanders
2017-03-15 17:23:36,deserve health care system prioritizes consumer choice innovation government mandates,You deserve health care system prioritizes consumer choice innovation government mandates.,1,2017,3,15,0.45199999999999996,ryan
2017-03-16 14:53:56,irishmen,"I look forward welcoming president prime Irishmen call him,",1,2017,3,16,0.484,ryan
2017-03-19 18:45:01,vibrant marketplace insurance companies,going vibrant marketplace insurance companies compete,1,2017,3,19,0.5809999999999995,ryan
2017-03-20 17:29:51,system govt forces,"system govt forces buy something want, need, afford.",1,2017,3,20,0.6129999999999995,ryan
2017-03-21 21:25:53,protections insurance providers,"This week, House also vote eliminate protections insurance providers.",1,2017,3,21,0.6449999999999996,ryan
2017-03-22 23:01:00,war truth,war truth,1,2017,3,22,0.6769999999999996,sanders
2017-03-22 20:44:24,government forces,"idea Let people buy want buy, government forces buy.",1,2017,3,22,0.6769999999999996,ryan
2017-03-23 00:23:43,huge bipartisan vote,The House took huge bipartisan vote today restore start prong three plan,1,2017,3,23,0.7100000000000009,ryan
2017-03-24 21:28:01,good ideas,"distracted. continue stand up, organize, resist, put forth good ideas improve existing system lives.",1,2017,3,24,0.7420000000000009,hillary
2017-03-25 13:29:17,medalofhonorday,Happy #MedalOfHonorDay heroes!,1,2017,3,25,0.7739999999999991,trump
2017-03-28 15:53:10,common set principles,united around common set principles united around agenda.,1,2017,3,28,0.8710000000000004,ryan
2017-03-28 20:08:20,statement executive order energy,statement executive order energy.,1,2017,3,28,0.8710000000000004,ryan
2017-03-29 15:58:55,day valor dedication capitol,We grateful today every day valor dedication Capitol Police.,1,2017,3,29,0.9030000000000005,ryan
2017-03-29 02:54:42,risk administration,"These statistics, American lives risk administration willfully ignores",1,2017,3,29,0.9030000000000005,hillary
2017-03-30 15:33:58,rules people,"For long, unelected bureaucrats dictating rules people live under, government",1,2017,3,30,0.9350000000000005,ryan
2017-03-31 01:43:35,full potential women society,Only enlisting full potential women society truly able,1,2017,3,31,0.968,trump
2017-03-31 21:31:44,american worker,We going defend industry create level playing field American worker. It time,1,2017,3,31,0.968,trump
2017-03-31 17:09:05,people control,"We giving people control say decisions made classrooms,",1,2017,3,31,0.968,ryan
2017-03-15 01:13:26,,"As governing party, obligation keep promises pass reforms told people would",0,2017,3,15,0.45199999999999996,ryan
2017-03-16 12:13:36,,"I welcome blueprint next budget, turns page last eight years.",0,2017,3,16,0.484,ryan
2017-03-17 15:49:28,,Things I learned today.,0,2017,3,17,0.516,hillary
2017-03-23 14:43:00,,This throwback 2010 still status quo unsustainable. got get fixed. bankrupting,0,2017,3,23,0.7100000000000009,ryan
2017-03-24 21:21:06,,Today victory Americans.,0,2017,3,24,0.7420000000000009,hillary
2017-03-24 21:21:31,,But fight yet forget about. Here,0,2017,3,24,0.7420000000000009,hillary
2017-03-28 23:33:18,,"The United States stands tomorrow, always.",0,2017,3,28,0.8710000000000004,ryan
2017-03-28 15:41:59,,"We committed securing border, rebuilding military, fixing infrastructure.",0,2017,3,28,0.8710000000000004,ryan
2017-03-30 16:43:18,,Congress continues take action reversing overregulation. already sent 11 measures,0,2017,3,30,0.9350000000000005,ryan
2017-04-03 12:51:01,"multiple sources,electronic surveillance,trump,trump,@ fbi","multiple sources: electronic surveillance Trump, people close Trump. This @FBI",1236,2017,4,3,1.0670000000000002,trump
2017-04-27 01:28:27,"housegop,america,step lead @,speakerryan",@HouseGOP: allies ready see America step lead @SpeakerRyan,805,2017,4,27,1.8670000000000009,ryan
2017-04-14 01:41:21,"lamarsmithtx21,trump,congress,positive steps,good commitment,care veterans","@LamarSmithTX21: Under President Trump, Congress taken positive steps make good commitment take care veterans",801,2017,4,14,1.4329999999999998,ryan
2017-04-01 17:02:29,"russia,trump","associated Russia. Trump team spied If true, get much bigger. Would sad",680,2017,4,1,1.0,trump
2017-04-29 16:41:21,"congratulations,# climatemarch,trump",Congratulations participating #climatemarch. We fight Trump thinks climate change,668,2017,4,29,1.9329999999999998,sanders
2017-04-18 17:03:07,"navigatingtrump,roundtable @,berniesanders,tomperez frankfort,ky,# fightback tour,america","@NavigatingTrump: hosting roundtable @BernieSanders @TomPerez Frankfort, KY #fightback tour across America.",654,2017,4,18,1.5670000000000002,sanders
2017-04-05 17:42:28,"chrismurphyct,time revolutionize,america,berniesanders,introduce college",@ChrisMurphyCT: time revolutionize higher ed America. I joined @BernieSanders introduce College All,652,2017,4,5,1.1329999999999991,sanders
2017-04-28 17:37:01,"bombast populist rhetoric,trump,koch,brothers ideology","Despite bombast populist rhetoric, Trump implementing Koch brothers ideology.",629,2017,4,28,1.8999999999999986,sanders
2017-04-24 14:53:47,"europe,nato pledge president,trump",I visited several allies Europe met NATO pledge President Trump asked.,626,2017,4,24,1.7669999999999995,ryan
2017-04-20 01:12:02,"syria,trump",The strikes Syria ordered President Trump appropriate just. We must continue work together,624,2017,4,20,1.6329999999999991,ryan
2017-04-27 12:48:43,"red tape years,trump,record levels","We trying cut red tape years, now, President Trump, happening record levels.",619,2017,4,27,1.8670000000000009,ryan
2017-04-01 19:25:00,"trump,progressive ideas","Despite disaster Trump presidency, progressive ideas winning.",617,2017,4,1,1.0,sanders
2017-04-04 18:20:01,"depth horror,trump",No words capture depth horror. We join Trump administration condemning barbaric,617,2017,4,4,1.1000000000000014,ryan
2017-04-28 16:26:44,"charmaineyoest,thank,speakerryan,grateful kind words,@ realdonaldtrump",@CharmaineYoest: Thank much @SpeakerRyan. Very grateful kind words. And honored serving @realDonaldTrump,566,2017,4,28,1.8999999999999986,ryan
2017-04-28 00:41:18,"foxnews,america,step lead",@FoxNews: ready see America step lead,560,2017,4,28,1.8999999999999986,ryan
2017-04-27 20:00:52,"foxnews,healthcare system work,america",@FoxNews: healthcare system work America. diverse,558,2017,4,27,1.8670000000000009,ryan
2017-04-28 13:22:47,"foxbusiness,board allies,america,step lead",@FoxBusiness: board allies ready see America step lead,489,2017,4,28,1.8999999999999986,ryan
2017-04-13 00:32:25,"jobs,illegal immigration,america","Jobs returning, illegal immigration plummeting, law, order justice restored. We truly making America great again!",465,2017,4,13,1.3999999999999986,trump
