budget,genres,movie_id,original_language,popularity,production_companies,release_date,revenue,runtime,status,tagline,title,vote_average,vote_count
0,"Comedy, Drama, Romance",16186,en,3.78,Lions Gate Films,2005-02-25,0,116,Released,Time heals the heart. Faith heals the rest.,Diary of a Mad Black Woman,6.4,71
15000000,"Comedy, Family",33217,en,21.1,"Color Force, Dayday Films, Dune Entertainment",2010-03-19,75700498,92,Released,"It's not a diary, it's a movie.",Diary of a Wimpy Kid,5.9,355
22000000,"Comedy, Family",82650,en,13.41,Fox 2000 Pictures,2012-08-02,77112176,94,Released,School's Out for the summer,Diary of a Wimpy Kid: Dog Days,6.0,223
21000000,"Comedy, Family",60307,en,14.33,"Color Force, Fox 2000 Pictures",2011-03-25,72417394,99,Released,Welcome to the next grade,Diary of a Wimpy Kid: Rodrick Rules,6.3,238
2000000,"Action, Horror, Science Fiction",13025,en,15.35,Artfire Films,2007-09-08,5364858,95,Released,Where will you be when the end begins?,Diary of the Dead,5.4,190
13000000,Comedy,16406,en,4.74,Columbia Pictures,1999-08-04,27500000,94,Released,The unmaking of the president,Dick,5.7,67
47000000,"Action, Adventure, Comedy, Crime, Thriller",8592,en,7.86,Touchstone Pictures,1990-06-15,103738726,103,Released,Their turf. Their game. Their rules. They didn't count on HIS law...,Dick Tracy,5.9,251
0,Comedy,13778,en,10.15,"Happy Madison Productions, Paramount Pictures",2003-09-05,0,98,Released,50 million people used to watch him on TV. Now he washes their cars.,Dickie Roberts: Former Child Star,5.1,64
58000000,Comedy,24438,en,14.4,"Banter, Castle Rock Entertainment, Columbia Pictures, Relativity Media",2009-12-17,85280250,103,Released,We're not in Manhattan anymore.,Did You Hear About the Morgans?,5.1,276
140000000,"Action, Adventure, Thriller",36669,en,54.16,Eon Productions,2002-11-17,431971116,133,Released,He’s never been cooler.,Die Another Day,5.8,1092
28000000,"Action, Thriller",562,en,66.17,"Gordon Company, Silver Pictures, Twentieth Century Fox Film Corporation",1988-07-15,140767956,131,Released,40 Stories. Twelve Terrorists. One Cop.,Die Hard,7.5,3948
70000000,"Action, Thriller",1573,en,57.7,"Gordon Company, Silver Pictures, Twentieth Century Fox Film Corporation",1990-07-02,240031094,124,Released,Die Harder,Die Hard 2,6.6,1896
90000000,"Action, Thriller",1572,en,51.88,"Cinergi Pictures Entertainment, Twentieth Century Fox Film Corporation",1995-05-19,366101666,128,Released,Think fast. Look alive. Die hard.,Die Hard: With a Vengeance,6.9,2066
5500000,"Animation, Family, Fantasy, Science Fiction",20455,en,3.74,"Saban Entertainment, Toei",2000-03-17,0,82,Released,,Digimon: The Movie,6.2,72
0,Romance,74084,hi,0.12,Entertainment One Pvt. Ltd.,2006-12-07,0,0,Released,,Dil Jo Bhi Kahey...,0.0,0
0,"Comedy, Drama",13776,en,5.87,Metro-Goldwyn-Mayer (MGM),1982-04-02,0,110,Released,"Suddenly, life was more than French fries, gravy, and girls.",Diner,6.9,83
0,"Action, Drama, Thriller",22617,en,1.1,"Access Motion Picture Group, Giraldi-Suarez-DiGiaimo Productions",2000-09-01,0,99,Released,,Dinner Rush,7.1,19
69000000,Comedy,38778,en,11.02,"DreamWorks SKG, Everyman Pictures, Paramount Pictures, Parkes/MacDonald Productions, Reliance BIG Entertainment, Spyglass Entertainment",2010-07-30,86387857,114,Released,Takes One To Know One.,Dinner for Schmucks,5.5,531
127500000,"Animation, Family",10567,en,26.55,"Walt Disney Feature Animation, Walt Disney Pictures",2000-05-19,354248063,82,Released,You have never seen anything like this.,Dinosaur,6.2,542
11500000,Comedy,291870,en,56.81,"BillBlock Media, Covert Media, Josephson Entertainment, Lionsgate, Ninjas Runnin' Wild Productions, QED International",2016-01-21,94073028,102,Released,This is Jason. He's a little worried about his grandpa.,Dirty Grandpa,5.7,1406
0,"Crime, Drama, Thriller",3472,en,9.18,"BBC Films, Celador Productions, Jonescompany Productions, Miramax Films",2002-09-05,0,97,Released,Every dream has its price.,Dirty Pretty Things,6.8,131
0,Comedy,14577,en,9.07,"Metro-Goldwyn-Mayer (MGM), Robert Simonds Productions",1998-06-12,0,82,Released,Revenge is a dish best served DIRTY.,Dirty Work,6.5,66
25000000,"Action, Comedy",13805,en,16.24,"3 in the Box, Grosvenor Park Media Ltd., LionsGate",2008-08-29,14109284,87,Released,Your favorite movies are going to be destroyed.,Disaster Movie,3.0,240
55000000,"Crime, Drama, Mystery, Romance, Thriller",8984,en,15.06,"Baltimore Pictures, Warner Bros.",1994-12-09,214015089,123,Released,Sex Is Power.,Disclosure,5.9,210
30000000,Science Fiction,17654,en,63.14,"Block / Hanson, Canadian Film or Video Production Tax Credit (CPTC), District 9, Key Creatives, New Zealand Post Digital and Visual Effects Grant, Province of British Columbia Production Services Tax Credit, QED International, The Department of Trade and Industry of South Africa, TriStar Pictures, WingNut Films",2009-08-05,210819611,112,Released,You are not welcome here.,District 9,7.3,3382
12000000,"Action, Science Fiction, Thriller",10045,fr,17.49,"Canal Plus, EuropaCorp, TF1 Films Production",2004-11-09,9584131,84,Released,Welcome to District B13. Welcome to the future,District B13,6.5,565
20000000,"Drama, Mystery, Thriller",8271,en,31.69,"Cold Spring Pictures, DreamWorks SKG, Montecito Picture Company, The, Paramount Pictures",2007-04-12,117760134,105,Released,"The quieter the street, the darker the secrets....",Disturbia,6.6,1006
15000000,"Horror, Mystery, Science Fiction",9424,en,9.38,"Beacon Communications, Behavioral Problem Productions Ltd., Hoyts Film Partnership, Metro-Goldwyn-Mayer (MGM), Village Roadshow Pictures",1998-07-24,17507368,84,Released,In Cradle Bay it doesn’t matter if you’re not perfect.  You will be.,Disturbing Behavior,5.5,104
85000000,"Action, Adventure, Science Fiction",157350,en,80.32,"Red Wagon Entertainment, Summit Entertainment",2014-03-14,288747895,139,Released,What makes you different makes you dangerous.,Divergent,6.9,4663
27000000,"Comedy, Drama, Romance",9583,en,5.58,"All Girl Productions, Gaylord Productions",2002-06-07,0,116,Released,The Secret Is Out.,Divine Secrets of the Ya-Ya Sisterhood,5.6,65
100000000,"Drama, Western",68718,en,82.12,"Columbia Pictures, The Weinstein Company",2012-12-25,425368238,165,Released,"Life, liberty and the pursuit of vengeance.",Django Unchained,7.8,10099
0,"Drama, Fantasy",309425,en,2.47,"10 West Studios, Believe Entertainment, Pure Flix Entertainment, Toy Gun Films",2015-03-20,0,115,Released,,Do You Believe?,6.6,48
6500000,Drama,925,en,15.58,"40 Acres & A Mule Filmworks, Universal Pictures",1989-06-30,37295445,120,Released,"It's the hottest day of the summer. You can do nothing, you can do something, or you can...",Do the Right Thing,7.6,292
1000000,Western,272724,en,0.46,Rapid Heart Pictures,2014-06-01,0,84,Released,,Doc Holliday's Revenge,3.2,3
71000000,"Comedy, Family, Fantasy",3050,en,21.46,"Davis Entertainment, Joseph M. Singer Entertainment, Twentieth Century Fox Film Corporation",1998-06-22,294456605,85,Released,He doesn't just talk to the animals!,Doctor Dolittle,5.4,686
11000000,"Drama, Romance, War",907,en,12.85,Metro-Goldwyn-Mayer (MGM),1965-12-22,111858363,197,Released,"Turbulent were the times and fiery was the love story of Zhivago, his wife and the passionate, tender Lara.",Doctor Zhivago,7.4,247
20000000,Comedy,9472,en,41.16,"Mediastream Vierte Film GmbH & Co. Vermarktungs KG, Red Hour Films, Twentieth Century Fox Film Corporation",2004-06-18,167722310,92,Released,Grab Life By The Ball,DodgeBall: A True Underdog Story,6.2,981
10000000,"Adventure, Comedy, Fantasy",1832,en,14.54,"Lions Gate, View Askew Productions",1999-11-12,30652890,130,Released,It can be Hell getting into Heaven,Dogma,6.8,823
0,Drama,38810,el,28.86,"Boo Productions, Greek Film Center, Horsefly Productions",2009-06-01,110197,94,Released,The cat is the most feared animal there is!,Dogtooth,6.9,332
0,Documentary,1282,en,3.29,"Agi Orsi Productions, Vans Off the Wall",2001-01-18,0,91,Released,,Dogtown and Z-Boys,7.2,52
37000000,"Drama, Family",62837,en,6.64,"Alcon Entertainment, Arc Productions",2011-09-23,95404397,113,Released,Inspired by the amazing true story of Winter.,Dolphin Tale,6.7,163
36000000,"Drama, Family",227735,en,6.97,"Alcon Entertainment, Boxing Cat Films, Color Force, St. Petersburg Clearwater Film Commission",2014-09-12,52424533,107,Released,WINTER's amazing true story... now has HOPE.,Dolphin Tale 2,6.7,96
6000000,Documentary,57612,en,0.04,"3D Entertainment, Gavin McKinney Underwater Productions",2008-02-15,7518876,42,Released,,Dolphins and Whales: Tribes of the Ocean,8.0,3
0,"Comedy, Crime, Drama",192134,en,10.42,"BBC Films, Isle of Man Film Commission, Pinewood Studios, Recorded Picture Company (RPC)",2013-11-15,523511,93,Released,I want my money plus interest.... and a present,Dom Hemingway,5.8,212
75000000,"Crime, Mystery, Thriller",11456,en,8.42,Paramount Pictures,2001-10-30,54249294,89,Released,He will do anything to protect his family.,Domestic Disturbance,5.4,113
50000000,"Action, Crime",9923,en,18.39,"Davis-Films, Domino 17521, Metropolitan Filmexport, New Line Cinema, Scott Free Productions",2005-09-22,22944502,127,Released,Heads You Live... Tails You Die.,Domino,6.0,444
6000000,"Comedy, Drama, Romance",138697,en,33.3,"HitRecord Films, Ram Bergman Productions, Voltage Pictures",2013-07-26,0,90,Released,Everyone loves a happy ending.,Don Jon,5.9,1671
25000000,"Comedy, Drama, Romance",1909,en,8.87,"American Zoetrope, New Line Cinema",1994-10-01,22200000,97,Released,The story of the man who thought he was the greatest lover in the world... and the people who tried to cure him of it!,Don Juan DeMarco,6.2,183
0,"Crime, Mystery, Thriller",35689,en,1.5,Animus Films,2009-04-24,0,87,Released,Some secrets are better left buried.,Don McKay,5.4,21
25000000,"Fantasy, Horror, Thriller",46261,en,14.56,"FilmDistrict, Gran Via Productions, Miramax Films, Necropia, Tequila Gang",2010-11-06,36993168,99,Released,Fear is never just make believe,Don't Be Afraid of the Dark,5.4,341
50000000,Thriller,12103,en,11.6,"Epsilon Motion Pictures, Furthur Films, Kopelson Entertainment, NPV Entertainment, New Regency Pictures, Regency Enterprises, Village Roadshow Pictures",2001-09-28,100020092,113,Released,...I'll never tell.,Don't Say a Word,6.0,220
0,"Crime, Drama, Horror, Thriller",13429,en,3.28,"Madman Entertainment, Warp X",2008-07-18,0,99,Released,This party is going overboard,Donkey Punch,4.5,52
35000000,"Crime, Drama, Thriller",9366,en,40.37,"Baltimore Pictures, Mark Johnson Productions, Phoenix Pictures, TriStar Pictures",1997-02-27,41954997,127,Released,Based on a true story.,Donnie Brasco,7.4,1147
6000000,"Drama, Fantasy, Mystery",141,en,61.21,"Adam Fields Productions, Flower Films, Pandora Cinema",2001-01-18,1270522,113,Released,You can never go too far,Donnie Darko,7.7,3452
2686000,"Adventure, Comedy, Romance",15875,en,1.9,Paramount Pictures,1963-06-12,6600000,109,Released,Gangway...For This Years BIG Adventure!,Donovan's Reef,6.0,30
0,Family,24432,en,1.68,Unknown,2006-02-24,0,85,Released,Things are about to get hairy.,Doogal,3.2,18
60000000,"Action, Adventure, Horror",8814,en,29.26,"Babelsberg Film, Di Bonaventura Pictures, Distant Planet Productions, Doom Productions, John Wells Productions, Reaper Productions, Stillking Films",2005-10-20,55987321,105,Released,No one gets out alive.,Doom,5.0,609
30000000,"Action, Science Fiction, Thriller",13460,en,21.54,"Crystal Sky Pictures, Internationale Filmproduktion Blackbird Dritte, Intrepid Pictures, Moonlighting Films, Rogue Pictures, Scion Films",2008-03-14,22211426,108,Released,Mankind has an expiration date.,Doomsday,5.8,363
700000,"Comedy, Crime, Drama",308639,en,29.76,"Forest Whitaker's Significant Productions, IamOTHER Entertainment, Revolt Films",2015-06-19,17986781,103,Released,It's hard out here for a geek.,Dope,7.2,691
15000000,"Action, Crime, Drama, Thriller",9594,en,10.48,Stone Group Pictures,1991-08-10,30102717,110,Released,Two brothers separated by the violence. Now together in a mission of revenge.,Double Impact,5.3,215
70000000,"Crime, Drama, Mystery, Thriller",10398,en,19.44,Paramount Pictures,1999-09-24,177841558,105,Released,Murder isn't always a crime.,Double Jeopardy,6.2,278
0,"Action, Adventure, Comedy, Drama, Romance",18828,en,1.9,Touchstone Pictures,2001-01-12,0,88,Released,One big shot. One big mouth. The switch is on.,Double Take,5.5,24
20000000,"Drama, Mystery",14359,en,20.98,"Goodspeed Productions, Scott Rudin Productions",2008-11-27,50907234,104,Released,"There is no evidence. There are no witnesses. But for one, there is no doubt.",Doubt,7.0,435
0,"Animation, Comedy, Family",16508,en,1.88,Walt Disney Pictures,1999-03-26,0,77,Released,You'll Dig Doug!,Doug's 1st Movie,5.4,22
0,"Comedy, Music",114065,en,0.0,Unknown,2003-03-20,0,88,Released,Ain't Rock 'N' Roll a bitch.,Down & Out With The Dolls,0.0,0
31192,"Action, Comedy, Drama",42151,en,1.33,Unknown,2009-09-01,10000,89,Released,You're only as good as the people you know.,Down Terrace,6.3,26
8000000,"Drama, Romance",7870,en,7.43,Class 5 Films,2005-05-13,852872,112,Released,Sometimes it's hard to find your way.,Down in the Valley,5.9,63
0,"Comedy, Fantasy, Romance, Science Fiction",16300,en,9.17,"Alphaville Films, Paramount Pictures",2001-02-16,0,87,Released,,Down to Earth,4.9,95
9000000,"Comedy, Drama, Family, Romance",10472,en,3.27,Miramax Films,2000-01-21,0,91,Released,A new comedy about giving first love a second chance.,Down to You,4.9,70
18339750,"Drama, History, War",613,de,32.45,"Constantin Film Produktion, Degeto Film, EOS Entertainment, Norddeutscher Rundfunk (NDR), Rai Cinema, Westdeutscher Rundfunk (WDR), Österreichischer Rundfunk (ORF)",2004-09-08,92180910,156,Released,"April 1945, a nation awaits its...Downfall",Downfall,7.7,1037
70000000,"Comedy, Family, Fantasy, Romance",10808,en,13.54,"Davis Entertainment, Joseph M. Singer Entertainment, Twentieth Century Fox Film Corporation",2001-06-22,176104344,87,Released,The doctor is in again.,Dr. Dolittle 2,4.9,410
950000,"Action, Adventure, Thriller",646,en,48.9,"Eon Productions, United Artists",1962-10-04,59600000,110,Released,NOW meet the most extraordinary gentleman spy in all fiction!,Dr. No,6.9,940
1800000,"Comedy, Drama, War",935,en,42.0,"Columbia Pictures Corporation, Hawk Films",1964-01-29,9440272,95,Released,The hot-line suspense comedy,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,8.0,1442
40000000,"Horror, Romance",6114,en,45.02,"American Zoetrope, Columbia Pictures Corporation, Osiris Films",1992-11-13,215862692,128,Released,Love never dies.,Dracula,7.1,1056
28000000,"Horror, Thriller",10577,en,6.76,"Dimension Films, Neo Art & Logic, Wes Craven Films",2000-12-22,33000337,99,Released,The Most Seductive Evil of All Time Has Now Been Unleashed in Ours.,Dracula 2000,4.6,148
70000000,"Action, Drama, Fantasy, Horror, War",49017,en,64.46,"Dentsu, Fuji Television Network, Legendary Pictures, Michael De Luca Productions, Universal Pictures",2014-10-01,215529201,92,Released,Every bloodline has a beginning,Dracula Untold,6.2,2389
1596010,Horror,55616,en,0.55,"Canadian Broadcasting Corporation (CBC), Dracula Productions Inc., Vonnie Von Helmolt Film",2002-02-28,0,75,Released,,Dracula: Pages from a Virgin's Diary,6.9,8
25000000,Drama,200505,en,14.17,"Lionsgate, Summit Entertainment",2014-04-11,28831145,109,Released,The greatest victories don't always happen on the field.,Draft Day,6.5,304
30000000,"Horror, Thriller",16871,en,45.08,"Buckaroo Entertainment, Curse Productions, Ghost House Pictures, Mandate Pictures, Universal Pictures",2009-03-15,90810892,99,Released,"Christine Brown has a good job, a great boyfriend, and a bright future. But in three days, she's going to hell.",Drag Me to Hell,6.2,966
65000000,"Action, Adventure, Drama",300168,zh,9.57,"Alibaba Pictures Group, China Film & TV Capital, Home Media & Entertainment Fund, Huayi Brothers Media, Jackie & JJ Production, Shanghai Film Group, Sparkle Roll Media, Tencent Video, Visualizer Film Company",2015-02-19,121545703,127,Released,When the Eagle meets the Dragon,Dragon Blade,5.9,145
15000000,"Animation, Family",10800,fr,8.88,Futurikon,2008-03-19,0,80,Released,Dragon hunting isn't a fairy tale,Dragon Hunters,6.5,129
40000000,"Adventure, Animation, Family, Fantasy",257932,zh,5.06,Mili Pictures,2014-05-20,0,88,Released,,Dragon Nest: Warriors' Dawn,6.8,19
70000000,"Action, Drama, Fantasy, Horror, Science Fiction, Thriller",10253,ko,4.82,"Showbox Entertainment, Younggu-Art Movies",2007-02-08,53587404,90,Released,They've made our world their battleground,Dragon Wars: D-War,4.0,104
57000000,Fantasy,8840,en,31.79,Universal Pictures,1996-05-31,115267375,103,Released,You will believe.,DragonHeart,6.4,535
100000000,"Action, Adventure, Fantasy, Science Fiction, Thriller",14164,en,21.68,"Big Screen Productions, Dune Entertainment, Dune Entertainment III, Ingenious Film Partners, Star Overseas, Twentieth Century Fox Film Corporation, World Film Magic",2009-04-01,0,85,Released,The legend comes to life.,Dragonball Evolution,2.9,462
60000000,Drama,10052,en,8.93,"Gran Via Productions, Kalima Productions GmbH & Co. KG, NDE Productions, Shady Acres Entertainment, Spyglass Entertainment, Universal Pictures",2002-02-22,52322400,104,Released,When someone you love dies... are they gone forever?,Dragonfly,6.1,204
18000000,Fantasy,848,en,3.26,"Paramount Pictures, Walt Disney Productions",1981-06-26,14110013,108,Released,"In the Dark Ages, Magic was a weapon. Love was a mystery. Adventure was everywhere... And Dragons were real.",Dragonslayer,6.5,67
50000000,"Drama, Mystery, Thriller",69668,en,19.27,"Cliffjack Motion Pictures, Morgan Creek Productions",2011-09-30,38502340,84,Released,"Once upon a time, there were two little girls who lived in a house.",Dream House,5.8,391
0,Comedy,47686,en,0.95,Unknown,1997-01-01,0,97,Released,"An oddball odyssey about voyeurism, LSD and nude bowling!",Dream with the Fishes,7.7,10
68000000,"Drama, Horror, Science Fiction, Thriller",6171,en,26.79,"Castle Rock Entertainment, Kasdan Pictures, NPV Entertainment, Village Roadshow Pictures, WV Films II",2003-03-21,75715436,136,Released,A circle of friendship. A web of mystery. A pattern of fear.,Dreamcatcher,5.3,567
0,"Drama, Family",12920,en,6.05,"DreamWorks SKG, Hyde Park Entertainment",2005-09-10,0,106,Released,,Dreamer: Inspired By a True Story,6.3,67
70000000,Drama,1125,en,14.49,"DreamWorks SKG, Laurence Mark Productions, Paramount Pictures",2006-12-25,154937680,134,Released,One Dream Will Change Everything,Dreamgirls,6.6,284
2000000,"Drama, Romance",108346,en,0.12,Fox Entertainment Group,1999-10-29,7,92,Released,,Dreaming of Joseph Lees,8.0,1
50000000,"Action, Science Fiction",49049,en,57.67,"DNA Films, IM Global, Peach Trees, Reliance BIG Entertainment, Rena Film",2012-09-07,41037742,95,Released,Judgement is coming,Dredd,6.6,1940
6500000,"Horror, Mystery, Thriller",11033,en,11.21,"Cinema 77 Films, Filmways Pictures",1980-06-25,31899000,105,Released,The Latest Fashion In Murder,Dressed to Kill,6.8,157
40000000,Comedy,8457,en,15.06,"Apatow Productions, Paramount Pictures",2008-03-20,0,102,Released,You get what you pay for,Drillbit Taylor,5.5,275
0,"Drama, Romance",172533,en,17.38,Burn Later Productions,2013-08-23,343341,90,Released,A comedy about knowing when to say when.,Drinking Buddies,6.0,356
15000000,"Action, Crime, Drama, Thriller",64690,en,49.29,"Bold Films, FilmDistrict, Marc Platt Productions, Motel Movies, Newbridge Film Capital, Odd Lot Entertainment",2011-08-06,78054825,100,Released,There are no clean getaways.,Drive,7.4,3725
50000000,"Action, Crime, Fantasy, Thriller",47327,en,30.39,"Michael De Luca Productions, Millennium Films, Nu Image Films, Saturn Films, Summit Entertainment",2011-02-24,28931401,105,Released,One hell of a ride.,Drive Angry,5.3,600
12000000,"Action, Comedy, Crime",256092,en,3.94,"Odyssey Media, Silver Wings Films",2014-05-26,0,96,Released,One Hell of A Ride,Drive Hard,3.9,74
8000000,"Comedy, Drama, Family, Romance",14429,en,4.48,"Amy Robinson Productions, Grand March Productions, Twentieth Century Fox Film Corporation",1999-10-01,22593409,91,Released,The last guy she wants is the only one she needs.,Drive Me Crazy,5.8,62
94000000,Action,10477,en,8.47,"Epsilon Motion Pictures, Franchise Pictures, Mel's Cite du Cinema, Trackform Film Productions",2001-04-27,54744738,116,Released,Get ready for the race of your life.,Driven,4.5,179
0,"Comedy, Drama",11404,en,7.67,Unknown,2006-04-30,0,98,Released,,Driving Lessons,6.3,47
7500000,"Comedy, Drama",403,en,19.59,"Majestic Films International, The Zanuck Company",1989-12-13,145793296,99,Released,"The funny, touching and totally irresistible story of a working relationship that became a 25-year friendship.",Driving Miss Daisy,7.0,350
10000000,Comedy,10490,en,6.74,"Capella International, KC Medien AG, New Line Cinema",1999-07-23,10571408,98,Released,The battle between the good and the bad is bound to get ugly.,Drop Dead Gorgeous,6.4,86
16000000,"Comedy, Crime, Mystery",25166,en,3.02,"Code Entertainment, Neverland Films",2000-03-03,15427192,96,Released,"The death of Mona Dearly wasn't so much a whodunnit, as a who didn't.",Drowning Mona,5.4,43
20000000,"Comedy, Drama, Music, Romance",13497,en,4.75,Fox 2000 Pictures,2002-12-13,57588485,118,Released,Half time is game time,Drumline,6.2,116
22000,"Comedy, Romance",255266,en,0.05,Unknown,2013-02-14,0,90,Released,Getting divorced does funny things to a girl,Dry Spell,6.0,1
0,Family,272726,en,0.28,Unknown,2014-06-12,0,0,Released,,Dude Where's My Dog?,0.0,0
13000000,Comedy,8859,en,25.32,"Alcon Entertainment, Twentieth Century Fox Film Corporation",2000-12-15,73180723,83,Released,"After a night they can't remember, comes a day they'll never forget.","Dude, Where’s My Car?",5.2,509
70000000,"Comedy, Family, Romance",17709,en,8.79,"Davis Entertainment, Joseph M. Singer Entertainment, Universal Pictures",1999-08-27,0,77,Released,From the creator of 'George of the Jungle' comes a new kind of hero,Dudley Do-Right,3.8,48
65000000,"Comedy, Drama",41733,en,43.87,"Green Hat Films, Legendary Pictures, Warner Bros.",2010-11-04,211780824,95,Released,Leave Your Comfort Zone,Due Date,6.2,1685
6000000,Western,32275,en,7.6,"The Selznik Studio, Vanguard Films",1946-12-31,20400000,144,Released,Emotions . . . As Violent As The Wind-Swept Prairie !,Duel in the Sun,6.2,37
0,"Comedy, Drama, Music",18074,en,2.25,"Beacon Pictures, Hollywood Pictures, Seven Arts Pictures",2000-09-09,0,112,Released,Six littles souls in search of a little harmony.,Duets,5.5,34
0,"Action, Crime, Drama, Foreign",63006,hi,0.08,Unknown,2011-04-22,0,130,Released,Goa. Paradise on Earth. But every Paradise has a few snakes.,Dum Maaro Dum,5.4,7
12000000,"Adventure, Drama, Family",15907,en,4.8,"Gaylord Films, John Wells Productions, Pandora Pictures, Warner Bros.",2005-04-22,0,100,Released,Some friendships are wilder than others,Duma,6.9,41
16000000,Comedy,8467,en,35.78,"Motion Picture Corporation of America (MPCA), New Line Cinema",1994-12-16,247275374,107,Released,"What the one doesn't have, the other is missing.",Dumb and Dumber,6.5,1859
40000000,Comedy,100042,en,67.77,"Conundrum Entertainment, New Line Cinema, Red Granite Pictures, Universal Pictures",2014-11-12,169837010,110,Released,The Second Parts Are More Fools,Dumb and Dumber To,5.4,1127
19000000,Comedy,10152,en,15.68,New Line Cinema,2003-06-13,39267515,85,Released,The evolution of dumb...,Dumb and Dumberer: When Harry Met Lloyd,4.1,210
40000000,"Action, Adventure, Science Fiction",841,en,25.88,Dino De Laurentiis Company,1984-12-14,30925690,137,Released,"A world beyond your experience, beyond your imagination.",Dune,6.5,562
0,"Action, Adventure, Fantasy",9288,en,4.9,"Skyline Films, Studio Hamburg WorldWide Pictures, Sweetpea Entertainment, Zinc Entertainment Inc.",2005-01-01,0,105,Released,,Dungeons & Dragons: Wrath of the Dragon God,4.8,36
40000000,"Action, Comedy, Thriller",7288,en,15.59,"Flower Films, Miramax Films",2003-09-26,19322135,89,Released,,Duplex,5.9,482
78146652,"Comedy, Crime, Romance",16558,en,13.63,"Laura Bickford Productions, Medienproduktion Poseidon Filmgesellschaft, Relativity Media, Universal Pictures",2009-03-19,60000000,125,Released,Outwit. Outspy. Outsmart. Outplay. Then get out.,Duplicity,5.7,201
0,"Crime, Drama, Thriller",366967,en,0.04,Unknown,2015-10-02,0,90,Released,,Dutch Kills,0.0,0
0,Animation,239897,en,0.49,Unknown,2014-01-24,0,98,Released,,Dwegons,0.5,1
15000000,"Drama, Thriller",297596,en,10.48,"Over Under Media, TinRes Entertainment",2014-12-04,0,94,Released,,Dying of the Light,4.5,118
20000000,"Action, Comedy, Horror, Mystery, Science Fiction, Thriller",43935,en,10.62,"Hyde Park Films, Long Distance Films, platinum studios",2011-03-16,4634062,107,Released,No pulse? No problem,Dylan Dog: Dead of Night,4.5,139
0,"Comedy, Documentary",17995,en,1.58,Brad Grey Pictures,2003-04-04,0,89,Released,,DysFunktional Family,6.1,4
1800000,"Comedy, Romance",98557,en,0.22,Unknown,2012-02-03,0,101,Released,There's a thin line between money and friends.,Dysfunctional Friends,5.0,4
0,"Drama, Romance",161795,en,0.61,"Jagtoria Films, Rainbow Film Company, The, Revere Entertainment",1998-04-22,0,117,Released,Your future is set...,Déjà Vu,8.0,1
10500000,"Adventure, Family, Fantasy, Science Fiction",601,en,56.11,"Amblin Entertainment, Universal Pictures",1982-04-03,792910554,115,Released,He is afraid. He is alone. He is three million light years from home.,E.T. the Extra-Terrestrial,7.3,3269
80000000,"Action, Mystery, Thriller",13027,en,46.89,"DreamWorks SKG, Goldcrest Pictures, K/O Paper Products, KMP Film Invest",2008-09-25,178066569,118,Released,Don't walk. Run.,Eagle Eye,6.3,1018
0,Drama,7504,hi,1.25,Cracking the Earth Films,1998-09-16,528972,101,Released,,Earth,6.6,9
13000000,"Adventure, Family, Science Fiction",238603,en,17.37,"Panay Films, Walt Disney Studios Motion Pictures",2014-06-14,45300000,89,Released,No one will ever believe our story.,Earth to Echo,5.7,290
3800000,Comedy,10557,en,3.67,"Assassin Films, BBC, Film4",1999-05-14,28200000,97,Released,"A comedy of families, a chip shop... and a very randy dog.",East Is East,6.5,59
51500000,"Crime, Mystery, Thriller",2252,en,35.48,"Astral Media, BBC Films, Corus Entertainment, Focus Features, Kudos Film and Television, Scion Films, Serendipity Point Films, Shine Pictures, Téléfilm Canada",2007-09-14,55112356,100,Released,Every sin leaves a mark.,Eastern Promises,7.2,848
8000000,Comedy,37735,en,45.4,"Olive Bridge Entertainment, Screen Gems",2010-09-10,74952305,92,Released,The rumour-filled totally false account of how I ruined my flawless reputation.,Easy A,6.7,2210
0,"Crime, Drama, Thriller",29920,sv,7.22,"Film i Väst, Swedish Film Institute, Tre Vänner Produktion AB",2010-01-15,0,124,Released,,Easy Money,6.5,63
0,"Comedy, Romance",16899,en,8.39,"BBC Films, Ealing Studios, Endgame Entertainment, Fragile Films, Joe Abrams Productions, Odyssey Entertainment, Prescience",2008-01-01,0,93,Released,Let's Misbehave!,Easy Virtue,6.3,108
60000000,Drama,38167,en,28.8,"Columbia Pictures, Plan B Entertainment, Red Om Films",2010-08-12,204594016,133,Released,Let Yourself GO,Eat Pray Love,5.8,636
0,"Action, Drama, Science Fiction, Thriller",270554,en,0.05,30 Something Productions,2013-11-08,0,85,Released,To Serve & Terminate,Echo Dr.,5.0,1
18000000,"Comedy, Drama, History",522,en,24.55,Touchstone Pictures,1994-09-27,5887457,127,Released,"When it came to making bad movies, Ed Wood was the best.",Ed Wood,7.3,630
0,Comedy,44562,en,0.02,Unknown,1993-06-04,0,93,Released,A family reunion with some minor complications.,Ed and His Dead Mother,5.5,12
23000000,"Comedy, Drama, History",319888,en,29.37,"Marv Films, Saville Productions, Studio Babelsberg, Twentieth Century Fox Film Corporation",2016-02-26,46152800,106,Released,"Win or lose, always aim high",Eddie the Eagle,7.2,661
0,"Comedy, Horror",100275,en,0.14,"Det Danske Filminstitut, Fridthjof Film, Make A Move, Téléfilm Canada",2012-04-22,1632,79,Released,Part muse. Part sleepwalking cannibal.,Eddie: The Sleepwalking Cannibal,6.1,30
